STATcube

"Wanderungen innerhalb Österreichs ab 2002 (Q)"
"Alter in Einzeljahren nach Jahr und Bundesland (NUTS 2) - Herkunftsort nach Wanderungen innerhalb Österreichs und Bundesland (NUTS 2) -  - Zielort"
"Zählt: Wanderungen innerhalb Österreichs"

"Alter in Einzeljahren";"Jahr";"Bundesland (NUTS 2) - Herkunftsort";"Werte";"Bundesland (NUTS 2) -  - Zielort";"Anzahl";"Anmerkungen";
"1 Jahr";"2025";"Niederösterreich <AT12>";"Wanderungen innerhalb Österreichs";"Kärnten <AT21>";6;
"1 Jahr";"2025";"Niederösterreich <AT12>";"Wanderungen innerhalb Österreichs";"Niederösterreich <AT12>";1341;
"1 Jahr";"2025";"Niederösterreich <AT12>";"Wanderungen innerhalb Österreichs";"Oberösterreich <AT31>";30;
"1 Jahr";"2025";"Niederösterreich <AT12>";"Wanderungen innerhalb Österreichs";"Salzburg <AT32>";13;
"1 Jahr";"2025";"Niederösterreich <AT12>";"Wanderungen innerhalb Österreichs";"Steiermark <AT22>";19;
"1 Jahr";"2025";"Niederösterreich <AT12>";"Wanderungen innerhalb Österreichs";"Tirol <AT33>";9;
"1 Jahr";"2025";"Niederösterreich <AT12>";"Wanderungen innerhalb Österreichs";"Vorarlberg <AT34>";2;
"1 Jahr";"2025";"Niederösterreich <AT12>";"Wanderungen innerhalb Österreichs";"Wien <AT13>";131;
"1 Jahr";"2025";"Niederösterreich <AT12>";"Wanderungen innerhalb Österreichs";"Nicht klassifizierbar <0>";-;
"1 Jahr";"2025";"Oberösterreich <AT31>";"Wanderungen innerhalb Österreichs";"Burgenland <AT11>";4;
"1 Jahr";"2025";"Oberösterreich <AT31>";"Wanderungen innerhalb Österreichs";"Kärnten <AT21>";2;
"1 Jahr";"2025";"Oberösterreich <AT31>";"Wanderungen innerhalb Österreichs";"Niederösterreich <AT12>";35;
"1 Jahr";"2025";"Oberösterreich <AT31>";"Wanderungen innerhalb Österreichs";"Oberösterreich <AT31>";1491;
"1 Jahr";"2025";"Oberösterreich <AT31>";"Wanderungen innerhalb Österreichs";"Salzburg <AT32>";28;
"1 Jahr";"2025";"Oberösterreich <AT31>";"Wanderungen innerhalb Österreichs";"Steiermark <AT22>";17;
"1 Jahr";"2025";"Oberösterreich <AT31>";"Wanderungen innerhalb Österreichs";"Tirol <AT33>";3;
"1 Jahr";"2025";"Oberösterreich <AT31>";"Wanderungen innerhalb Österreichs";"Vorarlberg <AT34>";3;
"1 Jahr";"2025";"Oberösterreich <AT31>";"Wanderungen innerhalb Österreichs";"Wien <AT13>";39;
"1 Jahr";"2025";"Oberösterreich <AT31>";"Wanderungen innerhalb Österreichs";"Nicht klassifizierbar <0>";-;
"1 Jahr";"2025";"Salzburg <AT32>";"Wanderungen innerhalb Österreichs";"Burgenland <AT11>";1;
"1 Jahr";"2025";"Salzburg <AT32>";"Wanderungen innerhalb Österreichs";"Kärnten <AT21>";6;
"1 Jahr";"2025";"Salzburg <AT32>";"Wanderungen innerhalb Österreichs";"Niederösterreich <AT12>";7;
"1 Jahr";"2025";"Salzburg <AT32>";"Wanderungen innerhalb Österreichs";"Oberösterreich <AT31>";30;
"1 Jahr";"2025";"Salzburg <AT32>";"Wanderungen innerhalb Österreichs";"Salzburg <AT32>";523;
"1 Jahr";"2025";"Salzburg <AT32>";"Wanderungen innerhalb Österreichs";"Steiermark <AT22>";16;
"1 Jahr";"2025";"Salzburg <AT32>";"Wanderungen innerhalb Österreichs";"Tirol <AT33>";8;
"1 Jahr";"2025";"Salzburg <AT32>";"Wanderungen innerhalb Österreichs";"Vorarlberg <AT34>";1;
"1 Jahr";"2025";"Salzburg <AT32>";"Wanderungen innerhalb Österreichs";"Wien <AT13>";15;
"1 Jahr";"2025";"Salzburg <AT32>";"Wanderungen innerhalb Österreichs";"Nicht klassifizierbar <0>";-;
"1 Jahr";"2025";"Steiermark <AT22>";"Wanderungen innerhalb Österreichs";"Burgenland <AT11>";15;
"1 Jahr";"2025";"Steiermark <AT22>";"Wanderungen innerhalb Österreichs";"Kärnten <AT21>";13;
"1 Jahr";"2025";"Steiermark <AT22>";"Wanderungen innerhalb Österreichs";"Niederösterreich <AT12>";11;
"1 Jahr";"2025";"Steiermark <AT22>";"Wanderungen innerhalb Österreichs";"Oberösterreich <AT31>";19;
"1 Jahr";"2025";"Steiermark <AT22>";"Wanderungen innerhalb Österreichs";"Salzburg <AT32>";4;
"1 Jahr";"2025";"Steiermark <AT22>";"Wanderungen innerhalb Österreichs";"Steiermark <AT22>";1332;
"1 Jahr";"2025";"Steiermark <AT22>";"Wanderungen innerhalb Österreichs";"Tirol <AT33>";3;
"1 Jahr";"2025";"Steiermark <AT22>";"Wanderungen innerhalb Österreichs";"Vorarlberg <AT34>";3;
"1 Jahr";"2025";"Steiermark <AT22>";"Wanderungen innerhalb Österreichs";"Wien <AT13>";30;
"1 Jahr";"2025";"Steiermark <AT22>";"Wanderungen innerhalb Österreichs";"Nicht klassifizierbar <0>";-;
"1 Jahr";"2025";"Tirol <AT33>";"Wanderungen innerhalb Österreichs";"Burgenland <AT11>";1;
"1 Jahr";"2025";"Tirol <AT33>";"Wanderungen innerhalb Österreichs";"Kärnten <AT21>";9;
"1 Jahr";"2025";"Tirol <AT33>";"Wanderungen innerhalb Österreichs";"Niederösterreich <AT12>";7;
"1 Jahr";"2025";"Tirol <AT33>";"Wanderungen innerhalb Österreichs";"Oberösterreich <AT31>";11;
"1 Jahr";"2025";"Tirol <AT33>";"Wanderungen innerhalb Österreichs";"Salzburg <AT32>";5;
"1 Jahr";"2025";"Tirol <AT33>";"Wanderungen innerhalb Österreichs";"Steiermark <AT22>";13;
"1 Jahr";"2025";"Tirol <AT33>";"Wanderungen innerhalb Österreichs";"Tirol <AT33>";679;
"1 Jahr";"2025";"Tirol <AT33>";"Wanderungen innerhalb Österreichs";"Vorarlberg <AT34>";8;
"1 Jahr";"2025";"Tirol <AT33>";"Wanderungen innerhalb Österreichs";"Wien <AT13>";12;
"1 Jahr";"2025";"Tirol <AT33>";"Wanderungen innerhalb Österreichs";"Nicht klassifizierbar <0>";-;
"1 Jahr";"2025";"Vorarlberg <AT34>";"Wanderungen innerhalb Österreichs";"Burgenland <AT11>";-;
"1 Jahr";"2025";"Vorarlberg <AT34>";"Wanderungen innerhalb Österreichs";"Kärnten <AT21>";-;
"1 Jahr";"2025";"Vorarlberg <AT34>";"Wanderungen innerhalb Österreichs";"Niederösterreich <AT12>";3;
"1 Jahr";"2025";"Vorarlberg <AT34>";"Wanderungen innerhalb Österreichs";"Oberösterreich <AT31>";4;
"1 Jahr";"2025";"Vorarlberg <AT34>";"Wanderungen innerhalb Österreichs";"Salzburg <AT32>";2;
"1 Jahr";"2025";"Vorarlberg <AT34>";"Wanderungen innerhalb Österreichs";"Steiermark <AT22>";3;
"1 Jahr";"2025";"Vorarlberg <AT34>";"Wanderungen innerhalb Österreichs";"Tirol <AT33>";-;
"1 Jahr";"2025";"Vorarlberg <AT34>";"Wanderungen innerhalb Österreichs";"Vorarlberg <AT34>";507;
"1 Jahr";"2025";"Vorarlberg <AT34>";"Wanderungen innerhalb Österreichs";"Wien <AT13>";13;
"1 Jahr";"2025";"Vorarlberg <AT34>";"Wanderungen innerhalb Österreichs";"Nicht klassifizierbar <0>";-;
"1 Jahr";"2025";"Wien <AT13>";"Wanderungen innerhalb Österreichs";"Burgenland <AT11>";36;
"1 Jahr";"2025";"Wien <AT13>";"Wanderungen innerhalb Österreichs";"Kärnten <AT21>";20;
"1 Jahr";"2025";"Wien <AT13>";"Wanderungen innerhalb Österreichs";"Niederösterreich <AT12>";404;
"1 Jahr";"2025";"Wien <AT13>";"Wanderungen innerhalb Österreichs";"Oberösterreich <AT31>";43;
"1 Jahr";"2025";"Wien <AT13>";"Wanderungen innerhalb Österreichs";"Salzburg <AT32>";10;
"1 Jahr";"2025";"Wien <AT13>";"Wanderungen innerhalb Österreichs";"Steiermark <AT22>";28;
"1 Jahr";"2025";"Wien <AT13>";"Wanderungen innerhalb Österreichs";"Tirol <AT33>";7;
"1 Jahr";"2025";"Wien <AT13>";"Wanderungen innerhalb Österreichs";"Vorarlberg <AT34>";9;
"1 Jahr";"2025";"Wien <AT13>";"Wanderungen innerhalb Österreichs";"Wien <AT13>";2340;
"1 Jahr";"2025";"Wien <AT13>";"Wanderungen innerhalb Österreichs";"Nicht klassifizierbar <0>";-;
"1 Jahr";"2025";"Nicht klassifizierbar <0>";"Wanderungen innerhalb Österreichs";"Burgenland <AT11>";-;
"1 Jahr";"2025";"Nicht klassifizierbar <0>";"Wanderungen innerhalb Österreichs";"Kärnten <AT21>";-;
"1 Jahr";"2025";"Nicht klassifizierbar <0>";"Wanderungen innerhalb Österreichs";"Niederösterreich <AT12>";-;
"1 Jahr";"2025";"Nicht klassifizierbar <0>";"Wanderungen innerhalb Österreichs";"Oberösterreich <AT31>";-;
"1 Jahr";"2025";"Nicht klassifizierbar <0>";"Wanderungen innerhalb Österreichs";"Salzburg <AT32>";-;
"1 Jahr";"2025";"Nicht klassifizierbar <0>";"Wanderungen innerhalb Österreichs";"Steiermark <AT22>";-;
"1 Jahr";"2025";"Nicht klassifizierbar <0>";"Wanderungen innerhalb Österreichs";"Tirol <AT33>";-;
"1 Jahr";"2025";"Nicht klassifizierbar <0>";"Wanderungen innerhalb Österreichs";"Vorarlberg <AT34>";-;
"1 Jahr";"2025";"Nicht klassifizierbar <0>";"Wanderungen innerhalb Österreichs";"Wien <AT13>";-;
"1 Jahr";"2025";"Nicht klassifizierbar <0>";"Wanderungen innerhalb Österreichs";"Nicht klassifizierbar <0>";-;
"2 Jahre";"2025";"Burgenland <AT11>";"Wanderungen innerhalb Österreichs";"Burgenland <AT11>";170;
"2 Jahre";"2025";"Burgenland <AT11>";"Wanderungen innerhalb Österreichs";"Kärnten <AT21>";2;
"2 Jahre";"2025";"Burgenland <AT11>";"Wanderungen innerhalb Österreichs";"Niederösterreich <AT12>";21;
"2 Jahre";"2025";"Burgenland <AT11>";"Wanderungen innerhalb Österreichs";"Oberösterreich <AT31>";1;
"2 Jahre";"2025";"Burgenland <AT11>";"Wanderungen innerhalb Österreichs";"Salzburg <AT32>";-;
"2 Jahre";"2025";"Burgenland <AT11>";"Wanderungen innerhalb Österreichs";"Steiermark <AT22>";5;
"2 Jahre";"2025";"Burgenland <AT11>";"Wanderungen innerhalb Österreichs";"Tirol <AT33>";-;
"2 Jahre";"2025";"Burgenland <AT11>";"Wanderungen innerhalb Österreichs";"Vorarlberg <AT34>";-;
"2 Jahre";"2025";"Burgenland <AT11>";"Wanderungen innerhalb Österreichs";"Wien <AT13>";8;
"2 Jahre";"2025";"Burgenland <AT11>";"Wanderungen innerhalb Österreichs";"Nicht klassifizierbar <0>";-;
"2 Jahre";"2025";"Kärnten <AT21>";"Wanderungen innerhalb Österreichs";"Burgenland <AT11>";1;
"2 Jahre";"2025";"Kärnten <AT21>";"Wanderungen innerhalb Österreichs";"Kärnten <AT21>";523;
"2 Jahre";"2025";"Kärnten <AT21>";"Wanderungen innerhalb Österreichs";"Niederösterreich <AT12>";6;
"2 Jahre";"2025";"Kärnten <AT21>";"Wanderungen innerhalb Österreichs";"Oberösterreich <AT31>";7;
"2 Jahre";"2025";"Kärnten <AT21>";"Wanderungen innerhalb Österreichs";"Salzburg <AT32>";4;
"2 Jahre";"2025";"Kärnten <AT21>";"Wanderungen innerhalb Österreichs";"Steiermark <AT22>";10;
"2 Jahre";"2025";"Kärnten <AT21>";"Wanderungen innerhalb Österreichs";"Tirol <AT33>";6;
"2 Jahre";"2025";"Kärnten <AT21>";"Wanderungen innerhalb Österreichs";"Vorarlberg <AT34>";1;
"2 Jahre";"2025";"Kärnten <AT21>";"Wanderungen innerhalb Österreichs";"Wien <AT13>";10;
"2 Jahre";"2025";"Kärnten <AT21>";"Wanderungen innerhalb Österreichs";"Nicht klassifizierbar <0>";-;
"2 Jahre";"2025";"Niederösterreich <AT12>";"Wanderungen innerhalb Österreichs";"Burgenland <AT11>";24;
"2 Jahre";"2025";"Niederösterreich <AT12>";"Wanderungen innerhalb Österreichs";"Kärnten <AT21>";7;
"2 Jahre";"2025";"Niederösterreich <AT12>";"Wanderungen innerhalb Österreichs";"Niederösterreich <AT12>";1221;
"2 Jahre";"2025";"Niederösterreich <AT12>";"Wanderungen innerhalb Österreichs";"Oberösterreich <AT31>";30;
"2 Jahre";"2025";"Niederösterreich <AT12>";"Wanderungen innerhalb Österreichs";"Salzburg <AT32>";5;
"2 Jahre";"2025";"Niederösterreich <AT12>";"Wanderungen innerhalb Österreichs";"Steiermark <AT22>";14;
"2 Jahre";"2025";"Niederösterreich <AT12>";"Wanderungen innerhalb Österreichs";"Tirol <AT33>";2;
"2 Jahre";"2025";"Niederösterreich <AT12>";"Wanderungen innerhalb Österreichs";"Vorarlberg <AT34>";6;
