Alter in 5-Jahresgruppen <20>,Jahr,Politischer Bezirk / Wiener Gemeindebezirk - Herkunftsort,Politischer Bezirk / Wiener Gemeindebezirk - Zielort,Anzahl,Anmerkungen
15 bis 19 Jahre,2025,"Wien 3.Bezirk, Landstraße <903>","Wien 16.Bezirk, Ottakring <916>",21
15 bis 19 Jahre,2025,"Wien 3.Bezirk, Landstraße <903>","Wien 17.Bezirk, Hernals <917>",9
15 bis 19 Jahre,2025,"Wien 3.Bezirk, Landstraße <903>","Wien 18.Bezirk, Währing <918>",8
15 bis 19 Jahre,2025,"Wien 3.Bezirk, Landstraße <903>","Wien 19.Bezirk, Döbling <919>",9
15 bis 19 Jahre,2025,"Wien 3.Bezirk, Landstraße <903>","Wien 20.Bezirk, Brigittenau <920>",21
15 bis 19 Jahre,2025,"Wien 3.Bezirk, Landstraße <903>","Wien 21.Bezirk, Floridsdorf <921>",28
15 bis 19 Jahre,2025,"Wien 3.Bezirk, Landstraße <903>","Wien 22.Bezirk, Donaustadt <922>",42
15 bis 19 Jahre,2025,"Wien 3.Bezirk, Landstraße <903>","Wien 23.Bezirk, Liesing <923>",14
15 bis 19 Jahre,2025,"Wien 4.Bezirk, Wieden <904>","Wien 1.Bezirk, Innere Stadt <901>",-
15 bis 19 Jahre,2025,"Wien 4.Bezirk, Wieden <904>","Wien 2.Bezirk, Leopoldstadt <902>",6
15 bis 19 Jahre,2025,"Wien 4.Bezirk, Wieden <904>","Wien 3.Bezirk, Landstraße <903>",12
15 bis 19 Jahre,2025,"Wien 4.Bezirk, Wieden <904>","Wien 4.Bezirk, Wieden <904>",22
15 bis 19 Jahre,2025,"Wien 4.Bezirk, Wieden <904>","Wien 5.Bezirk, Margareten <905>",10
15 bis 19 Jahre,2025,"Wien 4.Bezirk, Wieden <904>","Wien 6.Bezirk, Mariahilf <906>",6
15 bis 19 Jahre,2025,"Wien 4.Bezirk, Wieden <904>","Wien 7.Bezirk, Neubau <907>",3
15 bis 19 Jahre,2025,"Wien 4.Bezirk, Wieden <904>","Wien 8.Bezirk, Josefstadt <908>",5
15 bis 19 Jahre,2025,"Wien 4.Bezirk, Wieden <904>","Wien 9.Bezirk, Alsergrund <909>",3
15 bis 19 Jahre,2025,"Wien 4.Bezirk, Wieden <904>","Wien 10.Bezirk, Favoriten <910>",18
15 bis 19 Jahre,2025,"Wien 4.Bezirk, Wieden <904>","Wien 11.Bezirk, Simmering <911>",4
15 bis 19 Jahre,2025,"Wien 4.Bezirk, Wieden <904>","Wien 12.Bezirk, Meidling <912>",6
15 bis 19 Jahre,2025,"Wien 4.Bezirk, Wieden <904>","Wien 13.Bezirk, Hietzing <913>",1
15 bis 19 Jahre,2025,"Wien 4.Bezirk, Wieden <904>","Wien 14.Bezirk, Penzing <914>",4
15 bis 19 Jahre,2025,"Wien 4.Bezirk, Wieden <904>","Wien 15.Bezirk, Rudolfsheim-Fünfhaus <915>",8
15 bis 19 Jahre,2025,"Wien 4.Bezirk, Wieden <904>","Wien 16.Bezirk, Ottakring <916>",9
15 bis 19 Jahre,2025,"Wien 4.Bezirk, Wieden <904>","Wien 17.Bezirk, Hernals <917>",1
15 bis 19 Jahre,2025,"Wien 4.Bezirk, Wieden <904>","Wien 18.Bezirk, Währing <918>",3
15 bis 19 Jahre,2025,"Wien 4.Bezirk, Wieden <904>","Wien 19.Bezirk, Döbling <919>",4
15 bis 19 Jahre,2025,"Wien 4.Bezirk, Wieden <904>","Wien 20.Bezirk, Brigittenau <920>",2
15 bis 19 Jahre,2025,"Wien 4.Bezirk, Wieden <904>","Wien 21.Bezirk, Floridsdorf <921>",12
15 bis 19 Jahre,2025,"Wien 4.Bezirk, Wieden <904>","Wien 22.Bezirk, Donaustadt <922>",7
15 bis 19 Jahre,2025,"Wien 4.Bezirk, Wieden <904>","Wien 23.Bezirk, Liesing <923>",5
15 bis 19 Jahre,2025,"Wien 5.Bezirk, Margareten <905>","Wien 1.Bezirk, Innere Stadt <901>",1
15 bis 19 Jahre,2025,"Wien 5.Bezirk, Margareten <905>","Wien 2.Bezirk, Leopoldstadt <902>",18
15 bis 19 Jahre,2025,"Wien 5.Bezirk, Margareten <905>","Wien 3.Bezirk, Landstraße <903>",16
15 bis 19 Jahre,2025,"Wien 5.Bezirk, Margareten <905>","Wien 4.Bezirk, Wieden <904>",7
15 bis 19 Jahre,2025,"Wien 5.Bezirk, Margareten <905>","Wien 5.Bezirk, Margareten <905>",33
15 bis 19 Jahre,2025,"Wien 5.Bezirk, Margareten <905>","Wien 6.Bezirk, Mariahilf <906>",12
15 bis 19 Jahre,2025,"Wien 5.Bezirk, Margareten <905>","Wien 7.Bezirk, Neubau <907>",5
15 bis 19 Jahre,2025,"Wien 5.Bezirk, Margareten <905>","Wien 8.Bezirk, Josefstadt <908>",1
15 bis 19 Jahre,2025,"Wien 5.Bezirk, Margareten <905>","Wien 9.Bezirk, Alsergrund <909>",4
15 bis 19 Jahre,2025,"Wien 5.Bezirk, Margareten <905>","Wien 10.Bezirk, Favoriten <910>",54
15 bis 19 Jahre,2025,"Wien 5.Bezirk, Margareten <905>","Wien 11.Bezirk, Simmering <911>",16
15 bis 19 Jahre,2025,"Wien 5.Bezirk, Margareten <905>","Wien 12.Bezirk, Meidling <912>",21
15 bis 19 Jahre,2025,"Wien 5.Bezirk, Margareten <905>","Wien 13.Bezirk, Hietzing <913>",7
15 bis 19 Jahre,2025,"Wien 5.Bezirk, Margareten <905>","Wien 14.Bezirk, Penzing <914>",8
15 bis 19 Jahre,2025,"Wien 5.Bezirk, Margareten <905>","Wien 15.Bezirk, Rudolfsheim-Fünfhaus <915>",14
15 bis 19 Jahre,2025,"Wien 5.Bezirk, Margareten <905>","Wien 16.Bezirk, Ottakring <916>",18
15 bis 19 Jahre,2025,"Wien 5.Bezirk, Margareten <905>","Wien 17.Bezirk, Hernals <917>",11
15 bis 19 Jahre,2025,"Wien 5.Bezirk, Margareten <905>","Wien 18.Bezirk, Währing <918>",2
15 bis 19 Jahre,2025,"Wien 5.Bezirk, Margareten <905>","Wien 19.Bezirk, Döbling <919>",6
15 bis 19 Jahre,2025,"Wien 5.Bezirk, Margareten <905>","Wien 20.Bezirk, Brigittenau <920>",8
15 bis 19 Jahre,2025,"Wien 5.Bezirk, Margareten <905>","Wien 21.Bezirk, Floridsdorf <921>",19
15 bis 19 Jahre,2025,"Wien 5.Bezirk, Margareten <905>","Wien 22.Bezirk, Donaustadt <922>",20
15 bis 19 Jahre,2025,"Wien 5.Bezirk, Margareten <905>","Wien 23.Bezirk, Liesing <923>",11
15 bis 19 Jahre,2025,"Wien 6.Bezirk, Mariahilf <906>","Wien 1.Bezirk, Innere Stadt <901>",1
15 bis 19 Jahre,2025,"Wien 6.Bezirk, Mariahilf <906>","Wien 2.Bezirk, Leopoldstadt <902>",6
15 bis 19 Jahre,2025,"Wien 6.Bezirk, Mariahilf <906>","Wien 3.Bezirk, Landstraße <903>",5
15 bis 19 Jahre,2025,"Wien 6.Bezirk, Mariahilf <906>","Wien 4.Bezirk, Wieden <904>",5
15 bis 19 Jahre,2025,"Wien 6.Bezirk, Mariahilf <906>","Wien 5.Bezirk, Margareten <905>",8
15 bis 19 Jahre,2025,"Wien 6.Bezirk, Mariahilf <906>","Wien 6.Bezirk, Mariahilf <906>",7
15 bis 19 Jahre,2025,"Wien 6.Bezirk, Mariahilf <906>","Wien 7.Bezirk, Neubau <907>",9
15 bis 19 Jahre,2025,"Wien 6.Bezirk, Mariahilf <906>","Wien 8.Bezirk, Josefstadt <908>",2
15 bis 19 Jahre,2025,"Wien 6.Bezirk, Mariahilf <906>","Wien 9.Bezirk, Alsergrund <909>",-
15 bis 19 Jahre,2025,"Wien 6.Bezirk, Mariahilf <906>","Wien 10.Bezirk, Favoriten <910>",14
15 bis 19 Jahre,2025,"Wien 6.Bezirk, Mariahilf <906>","Wien 11.Bezirk, Simmering <911>",6
15 bis 19 Jahre,2025,"Wien 6.Bezirk, Mariahilf <906>","Wien 12.Bezirk, Meidling <912>",6
15 bis 19 Jahre,2025,"Wien 6.Bezirk, Mariahilf <906>","Wien 13.Bezirk, Hietzing <913>",2
15 bis 19 Jahre,2025,"Wien 6.Bezirk, Mariahilf <906>","Wien 14.Bezirk, Penzing <914>",6
15 bis 19 Jahre,2025,"Wien 6.Bezirk, Mariahilf <906>","Wien 15.Bezirk, Rudolfsheim-Fünfhaus <915>",6
15 bis 19 Jahre,2025,"Wien 6.Bezirk, Mariahilf <906>","Wien 16.Bezirk, Ottakring <916>",8
15 bis 19 Jahre,2025,"Wien 6.Bezirk, Mariahilf <906>","Wien 17.Bezirk, Hernals <917>",3
15 bis 19 Jahre,2025,"Wien 6.Bezirk, Mariahilf <906>","Wien 18.Bezirk, Währing <918>",3
15 bis 19 Jahre,2025,"Wien 6.Bezirk, Mariahilf <906>","Wien 19.Bezirk, Döbling <919>",9
15 bis 19 Jahre,2025,"Wien 6.Bezirk, Mariahilf <906>","Wien 20.Bezirk, Brigittenau <920>",1
15 bis 19 Jahre,2025,"Wien 6.Bezirk, Mariahilf <906>","Wien 21.Bezirk, Floridsdorf <921>",6
15 bis 19 Jahre,2025,"Wien 6.Bezirk, Mariahilf <906>","Wien 22.Bezirk, Donaustadt <922>",4
15 bis 19 Jahre,2025,"Wien 6.Bezirk, Mariahilf <906>","Wien 23.Bezirk, Liesing <923>",4
15 bis 19 Jahre,2025,"Wien 7.Bezirk, Neubau <907>","Wien 1.Bezirk, Innere Stadt <901>",2
15 bis 19 Jahre,2025,"Wien 7.Bezirk, Neubau <907>","Wien 2.Bezirk, Leopoldstadt <902>",7
15 bis 19 Jahre,2025,"Wien 7.Bezirk, Neubau <907>","Wien 3.Bezirk, Landstraße <903>",5
15 bis 19 Jahre,2025,"Wien 7.Bezirk, Neubau <907>","Wien 4.Bezirk, Wieden <904>",6
15 bis 19 Jahre,2025,"Wien 7.Bezirk, Neubau <907>","Wien 5.Bezirk, Margareten <905>",9
15 bis 19 Jahre,2025,"Wien 7.Bezirk, Neubau <907>","Wien 6.Bezirk, Mariahilf <906>",2
15 bis 19 Jahre,2025,"Wien 7.Bezirk, Neubau <907>","Wien 7.Bezirk, Neubau <907>",11
15 bis 19 Jahre,2025,"Wien 7.Bezirk, Neubau <907>","Wien 8.Bezirk, Josefstadt <908>",3
15 bis 19 Jahre,2025,"Wien 7.Bezirk, Neubau <907>","Wien 9.Bezirk, Alsergrund <909>",7
15 bis 19 Jahre,2025,"Wien 7.Bezirk, Neubau <907>","Wien 10.Bezirk, Favoriten <910>",8
15 bis 19 Jahre,2025,"Wien 7.Bezirk, Neubau <907>","Wien 11.Bezirk, Simmering <911>",6
15 bis 19 Jahre,2025,"Wien 7.Bezirk, Neubau <907>","Wien 12.Bezirk, Meidling <912>",6
15 bis 19 Jahre,2025,"Wien 7.Bezirk, Neubau <907>","Wien 13.Bezirk, Hietzing <913>",-
15 bis 19 Jahre,2025,"Wien 7.Bezirk, Neubau <907>","Wien 14.Bezirk, Penzing <914>",11
15 bis 19 Jahre,2025,"Wien 7.Bezirk, Neubau <907>","Wien 15.Bezirk, Rudolfsheim-Fünfhaus <915>",17
15 bis 19 Jahre,2025,"Wien 7.Bezirk, Neubau <907>","Wien 16.Bezirk, Ottakring <916>",8
15 bis 19 Jahre,2025,"Wien 7.Bezirk, Neubau <907>","Wien 17.Bezirk, Hernals <917>",4
15 bis 19 Jahre,2025,"Wien 7.Bezirk, Neubau <907>","Wien 18.Bezirk, Währing <918>",1
15 bis 19 Jahre,2025,"Wien 7.Bezirk, Neubau <907>","Wien 19.Bezirk, Döbling <919>",4
15 bis 19 Jahre,2025,"Wien 7.Bezirk, Neubau <907>","Wien 20.Bezirk, Brigittenau <920>",3
15 bis 19 Jahre,2025,"Wien 7.Bezirk, Neubau <907>","Wien 21.Bezirk, Floridsdorf <921>",4
15 bis 19 Jahre,2025,"Wien 7.Bezirk, Neubau <907>","Wien 22.Bezirk, Donaustadt <922>",2
15 bis 19 Jahre,2025,"Wien 7.Bezirk, Neubau <907>","Wien 23.Bezirk, Liesing <923>",2
15 bis 19 Jahre,2025,"Wien 8.Bezirk, Josefstadt <908>","Wien 1.Bezirk, Innere Stadt <901>",1
15 bis 19 Jahre,2025,"Wien 8.Bezirk, Josefstadt <908>","Wien 2.Bezirk, Leopoldstadt <902>",2
15 bis 19 Jahre,2025,"Wien 8.Bezirk, Josefstadt <908>","Wien 3.Bezirk, Landstraße <903>",8
15 bis 19 Jahre,2025,"Wien 8.Bezirk, Josefstadt <908>","Wien 4.Bezirk, Wieden <904>",5
15 bis 19 Jahre,2025,"Wien 8.Bezirk, Josefstadt <908>","Wien 5.Bezirk, Margareten <905>",5
15 bis 19 Jahre,2025,"Wien 8.Bezirk, Josefstadt <908>","Wien 6.Bezirk, Mariahilf <906>",6
15 bis 19 Jahre,2025,"Wien 8.Bezirk, Josefstadt <908>","Wien 7.Bezirk, Neubau <907>",2
15 bis 19 Jahre,2025,"Wien 8.Bezirk, Josefstadt <908>","Wien 8.Bezirk, Josefstadt <908>",22
15 bis 19 Jahre,2025,"Wien 8.Bezirk, Josefstadt <908>","Wien 9.Bezirk, Alsergrund <909>",7
15 bis 19 Jahre,2025,"Wien 8.Bezirk, Josefstadt <908>","Wien 10.Bezirk, Favoriten <910>",5
15 bis 19 Jahre,2025,"Wien 8.Bezirk, Josefstadt <908>","Wien 11.Bezirk, Simmering <911>",4
15 bis 19 Jahre,2025,"Wien 8.Bezirk, Josefstadt <908>","Wien 12.Bezirk, Meidling <912>",1
15 bis 19 Jahre,2025,"Wien 8.Bezirk, Josefstadt <908>","Wien 13.Bezirk, Hietzing <913>",1
15 bis 19 Jahre,2025,"Wien 8.Bezirk, Josefstadt <908>","Wien 14.Bezirk, Penzing <914>",1
15 bis 19 Jahre,2025,"Wien 8.Bezirk, Josefstadt <908>","Wien 15.Bezirk, Rudolfsheim-Fünfhaus <915>",6
15 bis 19 Jahre,2025,"Wien 8.Bezirk, Josefstadt <908>","Wien 16.Bezirk, Ottakring <916>",6
15 bis 19 Jahre,2025,"Wien 8.Bezirk, Josefstadt <908>","Wien 17.Bezirk, Hernals <917>",5
15 bis 19 Jahre,2025,"Wien 8.Bezirk, Josefstadt <908>","Wien 18.Bezirk, Währing <918>",1
15 bis 19 Jahre,2025,"Wien 8.Bezirk, Josefstadt <908>","Wien 19.Bezirk, Döbling <919>",3
15 bis 19 Jahre,2025,"Wien 8.Bezirk, Josefstadt <908>","Wien 20.Bezirk, Brigittenau <920>",7
15 bis 19 Jahre,2025,"Wien 8.Bezirk, Josefstadt <908>","Wien 21.Bezirk, Floridsdorf <921>",6
15 bis 19 Jahre,2025,"Wien 8.Bezirk, Josefstadt <908>","Wien 22.Bezirk, Donaustadt <922>",11
15 bis 19 Jahre,2025,"Wien 8.Bezirk, Josefstadt <908>","Wien 23.Bezirk, Liesing <923>",-
15 bis 19 Jahre,2025,"Wien 9.Bezirk, Alsergrund <909>","Wien 1.Bezirk, Innere Stadt <901>",1
15 bis 19 Jahre,2025,"Wien 9.Bezirk, Alsergrund <909>","Wien 2.Bezirk, Leopoldstadt <902>",13
15 bis 19 Jahre,2025,"Wien 9.Bezirk, Alsergrund <909>","Wien 3.Bezirk, Landstraße <903>",17
15 bis 19 Jahre,2025,"Wien 9.Bezirk, Alsergrund <909>","Wien 4.Bezirk, Wieden <904>",6
15 bis 19 Jahre,2025,"Wien 9.Bezirk, Alsergrund <909>","Wien 5.Bezirk, Margareten <905>",1
15 bis 19 Jahre,2025,"Wien 9.Bezirk, Alsergrund <909>","Wien 6.Bezirk, Mariahilf <906>",3
15 bis 19 Jahre,2025,"Wien 9.Bezirk, Alsergrund <909>","Wien 7.Bezirk, Neubau <907>",3
15 bis 19 Jahre,2025,"Wien 9.Bezirk, Alsergrund <909>","Wien 8.Bezirk, Josefstadt <908>",3
15 bis 19 Jahre,2025,"Wien 9.Bezirk, Alsergrund <909>","Wien 9.Bezirk, Alsergrund <909>",22
15 bis 19 Jahre,2025,"Wien 9.Bezirk, Alsergrund <909>","Wien 10.Bezirk, Favoriten <910>",15
15 bis 19 Jahre,2025,"Wien 9.Bezirk, Alsergrund <909>","Wien 11.Bezirk, Simmering <911>",7
15 bis 19 Jahre,2025,"Wien 9.Bezirk, Alsergrund <909>","Wien 12.Bezirk, Meidling <912>",4
15 bis 19 Jahre,2025,"Wien 9.Bezirk, Alsergrund <909>","Wien 13.Bezirk, Hietzing <913>",4
15 bis 19 Jahre,2025,"Wien 9.Bezirk, Alsergrund <909>","Wien 14.Bezirk, Penzing <914>",7
15 bis 19 Jahre,2025,"Wien 9.Bezirk, Alsergrund <909>","Wien 15.Bezirk, Rudolfsheim-Fünfhaus <915>",3
15 bis 19 Jahre,2025,"Wien 9.Bezirk, Alsergrund <909>","Wien 16.Bezirk, Ottakring <916>",12
15 bis 19 Jahre,2025,"Wien 9.Bezirk, Alsergrund <909>","Wien 17.Bezirk, Hernals <917>",8
15 bis 19 Jahre,2025,"Wien 9.Bezirk, Alsergrund <909>","Wien 18.Bezirk, Währing <918>",8
15 bis 19 Jahre,2025,"Wien 9.Bezirk, Alsergrund <909>","Wien 19.Bezirk, Döbling <919>",16
15 bis 19 Jahre,2025,"Wien 9.Bezirk, Alsergrund <909>","Wien 20.Bezirk, Brigittenau <920>",13
15 bis 19 Jahre,2025,"Wien 9.Bezirk, Alsergrund <909>","Wien 21.Bezirk, Floridsdorf <921>",13
15 bis 19 Jahre,2025,"Wien 9.Bezirk, Alsergrund <909>","Wien 22.Bezirk, Donaustadt <922>",12
15 bis 19 Jahre,2025,"Wien 9.Bezirk, Alsergrund <909>","Wien 23.Bezirk, Liesing <923>",-
15 bis 19 Jahre,2025,"Wien 10.Bezirk, Favoriten <910>","Wien 1.Bezirk, Innere Stadt <901>",1
15 bis 19 Jahre,2025,"Wien 10.Bezirk, Favoriten <910>","Wien 2.Bezirk, Leopoldstadt <902>",49
15 bis 19 Jahre,2025,"Wien 10.Bezirk, Favoriten <910>","Wien 3.Bezirk, Landstraße <903>",65
15 bis 19 Jahre,2025,"Wien 10.Bezirk, Favoriten <910>","Wien 4.Bezirk, Wieden <904>",16
15 bis 19 Jahre,2025,"Wien 10.Bezirk, Favoriten <910>","Wien 5.Bezirk, Margareten <905>",41
15 bis 19 Jahre,2025,"Wien 10.Bezirk, Favoriten <910>","Wien 6.Bezirk, Mariahilf <906>",12
15 bis 19 Jahre,2025,"Wien 10.Bezirk, Favoriten <910>","Wien 7.Bezirk, Neubau <907>",10
15 bis 19 Jahre,2025,"Wien 10.Bezirk, Favoriten <910>","Wien 8.Bezirk, Josefstadt <908>",10
15 bis 19 Jahre,2025,"Wien 10.Bezirk, Favoriten <910>","Wien 9.Bezirk, Alsergrund <909>",16
15 bis 19 Jahre,2025,"Wien 10.Bezirk, Favoriten <910>","Wien 10.Bezirk, Favoriten <910>",689
15 bis 19 Jahre,2025,"Wien 10.Bezirk, Favoriten <910>","Wien 11.Bezirk, Simmering <911>",83
15 bis 19 Jahre,2025,"Wien 10.Bezirk, Favoriten <910>","Wien 12.Bezirk, Meidling <912>",82
15 bis 19 Jahre,2025,"Wien 10.Bezirk, Favoriten <910>","Wien 13.Bezirk, Hietzing <913>",20
15 bis 19 Jahre,2025,"Wien 10.Bezirk, Favoriten <910>","Wien 14.Bezirk, Penzing <914>",35
15 bis 19 Jahre,2025,"Wien 10.Bezirk, Favoriten <910>","Wien 15.Bezirk, Rudolfsheim-Fünfhaus <915>",39
15 bis 19 Jahre,2025,"Wien 10.Bezirk, Favoriten <910>","Wien 16.Bezirk, Ottakring <916>",49
15 bis 19 Jahre,2025,"Wien 10.Bezirk, Favoriten <910>","Wien 17.Bezirk, Hernals <917>",32
15 bis 19 Jahre,2025,"Wien 10.Bezirk, Favoriten <910>","Wien 18.Bezirk, Währing <918>",19
15 bis 19 Jahre,2025,"Wien 10.Bezirk, Favoriten <910>","Wien 19.Bezirk, Döbling <919>",24
15 bis 19 Jahre,2025,"Wien 10.Bezirk, Favoriten <910>","Wien 20.Bezirk, Brigittenau <920>",58
15 bis 19 Jahre,2025,"Wien 10.Bezirk, Favoriten <910>","Wien 21.Bezirk, Floridsdorf <921>",76
15 bis 19 Jahre,2025,"Wien 10.Bezirk, Favoriten <910>","Wien 22.Bezirk, Donaustadt <922>",116
15 bis 19 Jahre,2025,"Wien 10.Bezirk, Favoriten <910>","Wien 23.Bezirk, Liesing <923>",74
15 bis 19 Jahre,2025,"Wien 11.Bezirk, Simmering <911>","Wien 1.Bezirk, Innere Stadt <901>",-
15 bis 19 Jahre,2025,"Wien 11.Bezirk, Simmering <911>","Wien 2.Bezirk, Leopoldstadt <902>",21
15 bis 19 Jahre,2025,"Wien 11.Bezirk, Simmering <911>","Wien 3.Bezirk, Landstraße <903>",26
15 bis 19 Jahre,2025,"Wien 11.Bezirk, Simmering <911>","Wien 4.Bezirk, Wieden <904>",5
15 bis 19 Jahre,2025,"Wien 11.Bezirk, Simmering <911>","Wien 5.Bezirk, Margareten <905>",12
15 bis 19 Jahre,2025,"Wien 11.Bezirk, Simmering <911>","Wien 6.Bezirk, Mariahilf <906>",5
15 bis 19 Jahre,2025,"Wien 11.Bezirk, Simmering <911>","Wien 7.Bezirk, Neubau <907>",2
15 bis 19 Jahre,2025,"Wien 11.Bezirk, Simmering <911>","Wien 8.Bezirk, Josefstadt <908>",6
15 bis 19 Jahre,2025,"Wien 11.Bezirk, Simmering <911>","Wien 9.Bezirk, Alsergrund <909>",7
15 bis 19 Jahre,2025,"Wien 11.Bezirk, Simmering <911>","Wien 10.Bezirk, Favoriten <910>",72
15 bis 19 Jahre,2025,"Wien 11.Bezirk, Simmering <911>","Wien 11.Bezirk, Simmering <911>",171
15 bis 19 Jahre,2025,"Wien 11.Bezirk, Simmering <911>","Wien 12.Bezirk, Meidling <912>",17
15 bis 19 Jahre,2025,"Wien 11.Bezirk, Simmering <911>","Wien 13.Bezirk, Hietzing <913>",9
15 bis 19 Jahre,2025,"Wien 11.Bezirk, Simmering <911>","Wien 14.Bezirk, Penzing <914>",11
15 bis 19 Jahre,2025,"Wien 11.Bezirk, Simmering <911>","Wien 15.Bezirk, Rudolfsheim-Fünfhaus <915>",11
15 bis 19 Jahre,2025,"Wien 11.Bezirk, Simmering <911>","Wien 16.Bezirk, Ottakring <916>",17
15 bis 19 Jahre,2025,"Wien 11.Bezirk, Simmering <911>","Wien 17.Bezirk, Hernals <917>",9
15 bis 19 Jahre,2025,"Wien 11.Bezirk, Simmering <911>","Wien 18.Bezirk, Währing <918>",8
15 bis 19 Jahre,2025,"Wien 11.Bezirk, Simmering <911>","Wien 19.Bezirk, Döbling <919>",6
15 bis 19 Jahre,2025,"Wien 11.Bezirk, Simmering <911>","Wien 20.Bezirk, Brigittenau <920>",19
15 bis 19 Jahre,2025,"Wien 11.Bezirk, Simmering <911>","Wien 21.Bezirk, Floridsdorf <921>",33
15 bis 19 Jahre,2025,"Wien 11.Bezirk, Simmering <911>","Wien 22.Bezirk, Donaustadt <922>",42
15 bis 19 Jahre,2025,"Wien 11.Bezirk, Simmering <911>","Wien 23.Bezirk, Liesing <923>",14
15 bis 19 Jahre,2025,"Wien 12.Bezirk, Meidling <912>","Wien 1.Bezirk, Innere Stadt <901>",2
15 bis 19 Jahre,2025,"Wien 12.Bezirk, Meidling <912>","Wien 2.Bezirk, Leopoldstadt <902>",26
15 bis 19 Jahre,2025,"Wien 12.Bezirk, Meidling <912>","Wien 3.Bezirk, Landstraße <903>",15
15 bis 19 Jahre,2025,"Wien 12.Bezirk, Meidling <912>","Wien 4.Bezirk, Wieden <904>",12
15 bis 19 Jahre,2025,"Wien 12.Bezirk, Meidling <912>","Wien 5.Bezirk, Margareten <905>",21
15 bis 19 Jahre,2025,"Wien 12.Bezirk, Meidling <912>","Wien 6.Bezirk, Mariahilf <906>",10
15 bis 19 Jahre,2025,"Wien 12.Bezirk, Meidling <912>","Wien 7.Bezirk, Neubau <907>",2
15 bis 19 Jahre,2025,"Wien 12.Bezirk, Meidling <912>","Wien 8.Bezirk, Josefstadt <908>",2
15 bis 19 Jahre,2025,"Wien 12.Bezirk, Meidling <912>","Wien 9.Bezirk, Alsergrund <909>",7
15 bis 19 Jahre,2025,"Wien 12.Bezirk, Meidling <912>","Wien 10.Bezirk, Favoriten <910>",96
15 bis 19 Jahre,2025,"Wien 12.Bezirk, Meidling <912>","Wien 11.Bezirk, Simmering <911>",27
15 bis 19 Jahre,2025,"Wien 12.Bezirk, Meidling <912>","Wien 12.Bezirk, Meidling <912>",129
15 bis 19 Jahre,2025,"Wien 12.Bezirk, Meidling <912>","Wien 13.Bezirk, Hietzing <913>",23
15 bis 19 Jahre,2025,"Wien 12.Bezirk, Meidling <912>","Wien 14.Bezirk, Penzing <914>",27
15 bis 19 Jahre,2025,"Wien 12.Bezirk, Meidling <912>","Wien 15.Bezirk, Rudolfsheim-Fünfhaus <915>",32
15 bis 19 Jahre,2025,"Wien 12.Bezirk, Meidling <912>","Wien 16.Bezirk, Ottakring <916>",22
15 bis 19 Jahre,2025,"Wien 12.Bezirk, Meidling <912>","Wien 17.Bezirk, Hernals <917>",18
15 bis 19 Jahre,2025,"Wien 12.Bezirk, Meidling <912>","Wien 18.Bezirk, Währing <918>",11
15 bis 19 Jahre,2025,"Wien 12.Bezirk, Meidling <912>","Wien 19.Bezirk, Döbling <919>",14
15 bis 19 Jahre,2025,"Wien 12.Bezirk, Meidling <912>","Wien 20.Bezirk, Brigittenau <920>",14
15 bis 19 Jahre,2025,"Wien 12.Bezirk, Meidling <912>","Wien 21.Bezirk, Floridsdorf <921>",48
15 bis 19 Jahre,2025,"Wien 12.Bezirk, Meidling <912>","Wien 22.Bezirk, Donaustadt <922>",27
15 bis 19 Jahre,2025,"Wien 12.Bezirk, Meidling <912>","Wien 23.Bezirk, Liesing <923>",66
15 bis 19 Jahre,2025,"Wien 13.Bezirk, Hietzing <913>","Wien 1.Bezirk, Innere Stadt <901>",2
15 bis 19 Jahre,2025,"Wien 13.Bezirk, Hietzing <913>","Wien 2.Bezirk, Leopoldstadt <902>",10
15 bis 19 Jahre,2025,"Wien 13.Bezirk, Hietzing <913>","Wien 3.Bezirk, Landstraße <903>",11
15 bis 19 Jahre,2025,"Wien 13.Bezirk, Hietzing <913>","Wien 4.Bezirk, Wieden <904>",3
15 bis 19 Jahre,2025,"Wien 13.Bezirk, Hietzing <913>","Wien 5.Bezirk, Margareten <905>",2
15 bis 19 Jahre,2025,"Wien 13.Bezirk, Hietzing <913>","Wien 6.Bezirk, Mariahilf <906>",3
15 bis 19 Jahre,2025,"Wien 13.Bezirk, Hietzing <913>","Wien 7.Bezirk, Neubau <907>",1
15 bis 19 Jahre,2025,"Wien 13.Bezirk, Hietzing <913>","Wien 8.Bezirk, Josefstadt <908>",2
15 bis 19 Jahre,2025,"Wien 13.Bezirk, Hietzing <913>","Wien 9.Bezirk, Alsergrund <909>",6
15 bis 19 Jahre,2025,"Wien 13.Bezirk, Hietzing <913>","Wien 10.Bezirk, Favoriten <910>",21
15 bis 19 Jahre,2025,"Wien 13.Bezirk, Hietzing <913>","Wien 11.Bezirk, Simmering <911>",5
15 bis 19 Jahre,2025,"Wien 13.Bezirk, Hietzing <913>","Wien 12.Bezirk, Meidling <912>",20
15 bis 19 Jahre,2025,"Wien 13.Bezirk, Hietzing <913>","Wien 13.Bezirk, Hietzing <913>",35
15 bis 19 Jahre,2025,"Wien 13.Bezirk, Hietzing <913>","Wien 14.Bezirk, Penzing <914>",24
15 bis 19 Jahre,2025,"Wien 13.Bezirk, Hietzing <913>","Wien 15.Bezirk, Rudolfsheim-Fünfhaus <915>",7
